ANZSCO_Code,ANZSCO_Title,Technology_tool,,
272114,Rehabilitation Counsellor,"Patient management, diagnostic and medical imaging software",,
272114,Rehabilitation Counsellor,Voice recognition and response software,,
272115,Student Counsellor,Social media and web publishing software,,
272115,Student Counsellor,Enterprise resource planning ERP software,,
272115,Student Counsellor,Customer relationship management CRM software,,
272115,Student Counsellor,Data base reporting software,,
272115,Student Counsellor,Data base user interface and query software,,
272311,Clinical Psychologist,"Patient management, diagnostic and medical imaging software",,
272311,Clinical Psychologist,"Simulation, design and modelling software",,
272311,Clinical Psychologist,High capacity removable media drives,,
272312,Educational Psychologist,"Simulation, design and modelling software",,
272312,Educational Psychologist,Data base user interface and query software,,
272313,Organisational Psychologist,Enterprise resource planning ERP software,,
272313,Organisational Psychologist,"Simulation, design and modelling software",,
272313,Organisational Psychologist,Document management software,,
272313,Organisational Psychologist,Graphics or photo imaging software,,
272313,Organisational Psychologist,High capacity removable media drives,,
272313,Organisational Psychologist,Human resources software,,
272313,Organisational Psychologist,Data base user interface and query software,,
272411,Historian,"Simulation, design and modelling software",,
272411,Historian,Document management software,,
272411,Historian,Enterprise application integration software,,
272411,Historian,Map creation software,,
272411,Historian,Social media and web publishing software,,
272412,Interpreter,Web platform development software,,
272412,Interpreter,Data base user interface and query software,,
272413,Translator,Web platform development software,,
272413,Translator,Data base user interface and query software,,
272612,Recreation Officer,Data base user interface and query software,,
272613,Welfare Worker,Data base user interface and query software,,
272613,Welfare Worker,"Patient management, diagnostic and medical imaging software",,
311211,Anaesthetic Technician,Non invasive bi level machines,,
311211,Anaesthetic Technician,Non invasive continuous positive air pressure machines CPAP,,
311212,Cardiac Technician,Defense Digital Imaging Network DIN system equipment,,
311212,Cardiac Technician,Medical picture archiving computer systems PACS,,
311212,Cardiac Technician,"Patient management, diagnostic and medical imaging software",,
311212,Cardiac Technician,Web platform development software,,
311212,Cardiac Technician,Data base user interface and query software,,
311213,Medical Laboratory Technician,Enterprise resource planning ERP software,,
311213,Medical Laboratory Technician,"Simulation, design and modelling software",,
311213,Medical Laboratory Technician,"Patient management, diagnostic and medical imaging software",,
311213,Medical Laboratory Technician,Data base user interface and query software,,
311214,Operating Theatre Technician,Graphics or photo imaging software,,
311214,Operating Theatre Technician,"Patient management, diagnostic and medical imaging software",,
311214,Operating Theatre Technician,Data base user interface and query software,,
311215,Pharmacy Technician,Enterprise resource planning ERP software,,
311215,Pharmacy Technician,"Patient management, diagnostic and medical imaging software",,
311215,Pharmacy Technician,Data base user interface and query software,,
311216,Pathology Collector,"Patient management, diagnostic and medical imaging software",,
311216,Pathology Collector,Web platform development software,,
311411,Chemistry Technician,"Simulation, design and modelling software",,
311411,Chemistry Technician,Enterprise resource planning ERP software,,
311411,Chemistry Technician,High pressure liquid chromatograph chromatography,,
311411,Chemistry Technician,Mass spectrometers,,
311411,Chemistry Technician,Nuclear magnetic resonance NMR spectrometers,,
311411,Chemistry Technician,Data base user interface and query software,,
311412,Earth Science Technician,"Simulation, design and modelling software",,
311412,Earth Science Technician,Graphics or photo imaging software,,
311412,Earth Science Technician,High pressure liquid chromatograph chromatography,,
311412,Earth Science Technician,Spectrophotometers,,
311413,Life Science Technician,"Simulation, design and modelling software",,
311413,Life Science Technician,Complementary DNA synthesis kits,,
311413,Life Science Technician,DNA sequence analysers,,
311413,Life Science Technician,Document management software,,
311413,Life Science Technician,Graphics or photo imaging software,,
311413,Life Science Technician,Map creation software,,
311413,Life Science Technician,Project management software,,
311413,Life Science Technician,Data base user interface and query software,,
312111,Architectural Draftsperson,Computer aided design CAD software,,
312111,Architectural Draftsperson,Graphics or photo imaging software,,
312111,Architectural Draftsperson,Document management software,,
312112,Building Associate,Project management software,,
312112,Building Associate,Document management software,,
312112,Building Associate,Graphics or photo imaging software,,
312113,Building Inspector,Enterprise resource planning ERP software,,
312113,Building Inspector,Accounting software,,
312113,Building Inspector,Carbon monoxide analysing equipment,,
312113,Building Inspector,Map creation software,,
312113,Building Inspector,Data base user interface and query software,,
312114,Construction Estimator,Project management software,,
312114,Construction Estimator,Graphics or photo imaging software,,
312114,Construction Estimator,Enterprise resource planning ERP software,,
312114,Construction Estimator,Data base user interface and query software,,
312114,Construction Estimator,Accounting software,,
312116,Surveying or Spatial Science Technician,Map creation software,,
312116,Surveying or Spatial Science Technician,Object oriented development software,,
312116,Surveying or Spatial Science Technician,Data base user interface and query software,,
312116,Surveying or Spatial Science Technician,Enterprise resource planning ERP software,,
312116,Surveying or Spatial Science Technician,Graphics or photo imaging software,,
312116,Surveying or Spatial Science Technician,Computer aided design CAD software,,
312211,Civil Engineering Draftsperson,Computer aided design CAD software,,
312211,Civil Engineering Draftsperson,Project management software,,
312211,Civil Engineering Draftsperson,Data base user interface and query software,,
312211,Civil Engineering Draftsperson,Graphics or photo imaging software,,
312211,Civil Engineering Draftsperson,Enterprise application integration software,,
312211,Civil Engineering Draftsperson,Document management software,,
312212,Civil Engineering Technician,Computer aided design CAD software,,
312212,Civil Engineering Technician,Map creation software,,
312212,Civil Engineering Technician,Development environment software,,
312212,Civil Engineering Technician,Enterprise resource planning ERP software,,
312212,Civil Engineering Technician,GPS receivers,,
312311,Electrical Engineering Draftsperson,Computer aided design CAD software,,
312311,Electrical Engineering Draftsperson,Data base user interface and query software,,
312311,Electrical Engineering Draftsperson,Project management software,,
312311,Electrical Engineering Draftsperson,"Simulation, design and modelling software",,
312311,Electrical Engineering Draftsperson,Development environment software,,
312311,Electrical Engineering Draftsperson,Microcontrollers,,
312311,Electrical Engineering Draftsperson,Object oriented development software,,
312312,Electrical Engineering Technician,Object oriented development software,,
312312,Electrical Engineering Technician,Program testing software,,
312312,Electrical Engineering Technician,Data base user interface and query software,,
312312,Electrical Engineering Technician,Enterprise resource planning ERP software,,
312312,Electrical Engineering Technician,Project management software,,
312312,Electrical Engineering Technician,Industrial control software,,
312312,Electrical Engineering Technician,"Simulation, design and modelling software",,
312511,Mechanical Engineering Draftsperson,Computer aided design CAD software,,
312511,Mechanical Engineering Draftsperson,Enterprise resource planning ERP software,,
312511,Mechanical Engineering Draftsperson,Data base user interface and query software,,
312511,Mechanical Engineering Draftsperson,Enterprise application integration software,,
312511,Mechanical Engineering Draftsperson,Project management software,,
312512,Mechanical Engineering Technician,Enterprise resource planning ERP software,,
312512,Mechanical Engineering Technician,Computer aided design CAD software,,
312512,Mechanical Engineering Technician,Development environment software,,
312512,Mechanical Engineering Technician,Industrial control software,,
313111,Hardware Technician,Development environment software,,
313111,Hardware Technician,Object oriented development software,,
313111,Hardware Technician,Data base user interface and query software,,
313111,Hardware Technician,Application server software,,
313111,Hardware Technician,Enterprise resource planning ERP software,,
313112,ICT Customer Support Officer,Development environment software,,
313112,ICT Customer Support Officer,Data base user interface and query software,,
313112,ICT Customer Support Officer,Enterprise resource planning ERP software,,
313112,ICT Customer Support Officer,Project management software,,
313112,ICT Customer Support Officer,Access software,,
313112,ICT Customer Support Officer,Application server software,,
313112,ICT Customer Support Officer,Content workflow software,,
313113,Web Administrator,Graphics or photo imaging software,,
313113,Web Administrator,Social media and web publishing software,,
313113,Web Administrator,Web platform development software,,
313113,Web Administrator,Development environment software,,
313113,Web Administrator,Application server software,,
313113,Web Administrator,"Simulation, design and modelling software",,
313113,Web Administrator,Project management software,,
313113,Web Administrator,Enterprise application integration software,,
321211,Motor Mechanic (General),Enterprise resource planning ERP software,,
321211,Motor Mechanic (General),Computer aided design CAD software,,
321212,Diesel Motor Mechanic,Enterprise resource planning ERP software,,
321212,Diesel Motor Mechanic,Computer aided design CAD software,,
321212,Diesel Motor Mechanic,Facilities management software,,
321212,Diesel Motor Mechanic,Data base user interface and query software,,
322311,Metal Fabricator,Enterprise resource planning ERP software,,
322311,Metal Fabricator,Computer aided design CAD software,,
322311,Metal Fabricator,CNC machines,,
322313,Welder (First Class),Microcontrollers,,
323111,Aircraft Maintenance Engineer (Avionics),Wattmeters,,
323112,Aircraft Maintenance Engineer (Mechanical),Computer aided design CAD software,,
323112,Aircraft Maintenance Engineer (Mechanical),Enterprise resource planning ERP software,,
323112,Aircraft Maintenance Engineer (Mechanical),GPS receivers,,
323211,Fitter (General),Enterprise resource planning ERP software,,
323211,Fitter (General),Computer aided design CAD software,,
323211,Fitter (General),CNC machines,,
323214,Metal Machinist (First Class),Enterprise resource planning ERP software,,
323214,Metal Machinist (First Class),Computer aided design CAD software,,
323214,Metal Machinist (First Class),Industrial control software,,
323313,Locksmith,Accounting software,,
323313,Locksmith,Map creation software,,
323314,Precision Instrument Maker and Repairer,Industrial control software,,
323316,Watch and Clock Maker and Repairer,Accounting software,,
323411,Engineering Patternmaker,Computer aided design CAD software,,
323412,Toolmaker,Computer aided design CAD software,,
323412,Toolmaker,Enterprise resource planning ERP software,,
323412,Toolmaker,Project management software,,
331111,Bricklayer,Accounting software,,
331111,Bricklayer,Computer aided design CAD software,,
331111,Bricklayer,Project management software,,
331112,Stonemason,Computer aided design CAD software,,
331112,Stonemason,Accounting software,,
331112,Stonemason,Enterprise resource planning ERP software,,
331112,Stonemason,Network security and virtual private network VPN software,,
331112,Stonemason,Project management software,,
331212,Carpenter,Project management software,,
331212,Carpenter,Computer aided design CAD software,,
331212,Carpenter,Accounting software,,
331213,Joiner,Computer aided design CAD software,,
331213,Joiner,CNC machines,,
331213,Joiner,Facilities management software,,
331213,Joiner,Project management software,,
333212,Solid Plasterer,Customer relationship management CRM software,,
333212,Solid Plasterer,Development environment software,,
333212,Solid Plasterer,Graphics or photo imaging software,,
334111,Plumber (General),Accounting software,,
334111,Plumber (General),Data base user interface and query software,,
334113,Drainer,Accounting software,,
334113,Drainer,GPS receivers,,
334114,Gasfitter,Computer aided design CAD software,,
334115,Roof Plumber,Accounting software,,
334115,Roof Plumber,Data base user interface and query software,,
341113,Lift Mechanic,Facilities management software,,
341113,Lift Mechanic,Microcontrollers,,
342311,Business Machine Mechanic,Enterprise application integration software,,
342311,Business Machine Mechanic,Web platform development software,,
342311,Business Machine Mechanic,Document management software,,
342311,Business Machine Mechanic,Data base user interface and query software,,
342312,Communications Operator,GPS receivers,,
342312,Communications Operator,Data base user interface and query software,,
342313,Electronic Equipment Trades Worker,Graphics or photo imaging software,,
342313,Electronic Equipment Trades Worker,Data base user interface and query software,,
342313,Electronic Equipment Trades Worker,Video creation and editing software,,
342314,Electronic Instrument Trades Worker (General),Enterprise resource planning ERP software,,
342314,Electronic Instrument Trades Worker (General),Computer aided design CAD software,,
342314,Electronic Instrument Trades Worker (General),Facilities management software,,
342314,Electronic Instrument Trades Worker (General),Industrial control software,,
342314,Electronic Instrument Trades Worker (General),Microcontrollers,,
342314,Electronic Instrument Trades Worker (General),Data base user interface and query software,,
342413,Telecommunications Linesworker,Enterprise resource planning ERP software,,
342413,Telecommunications Linesworker,Customer relationship management CRM software,,
342413,Telecommunications Linesworker,Network switches,,
361113,Pet Groomer,Data base user interface and query software,,
392112,Screen Printer,Document management software,,
392112,Screen Printer,Graphics or photo imaging software,,
392112,Screen Printer,High capacity removable media drives,,
393212,Clothing Patternmaker,Graphics or photo imaging software,,
394211,Furniture Finisher,Accounting software,,
394213,Wood Machinist,Computer aided design CAD software,,
394213,Wood Machinist,CNC machines,,
394213,Wood Machinist,Facilities management software,,
394213,Wood Machinist,Project management software,,
399213,Power Generation Plant Operator,Facilities management software,,
399213,Power Generation Plant Operator,Industrial control software,,
399213,Power Generation Plant Operator,Data base user interface and query software,,
399312,Library Technician,Social media and web publishing software,,
399312,Library Technician,Data base user interface and query software,,
399312,Library Technician,Document management software,,
399312,Library Technician,Library software,,
399511,Broadcast Transmitter Operator,Graphics or photo imaging software,,
399511,Broadcast Transmitter Operator,Video creation and editing software,,
399512,"Camera Operator (Film, Television or Video)",Graphics or photo imaging software,,
399512,"Camera Operator (Film, Television or Video)",Video creation and editing software,,
399512,"Camera Operator (Film, Television or Video)",Social media and web publishing software,,
399512,"Camera Operator (Film, Television or Video)",Document management software,,
399514,Make Up Artist,Social media and web publishing software,,
399514,Make Up Artist,Accounting software,,
399515,Musical Instrument Maker or Repairer,"Simulation, design and modelling software",,
399516,Sound Technician,Music or sound editing software,,
399516,Sound Technician,Graphics or photo imaging software,,
399516,Sound Technician,Video creation and editing software,,
399516,Sound Technician,Computer aided design CAD software,,
399516,Sound Technician,Musical instrument digital interface MIDI interfaces,,
399911,Diver,"Simulation, design and modelling software",,
399911,Diver,Data base user interface and query software,,
399913,Optical Dispenser,Accounting software,,
399913,Optical Dispenser,EFTPOS and card reading machines,,
411213,Dental Technician,Accounting software,,
411213,Dental Technician,Graphics or photo imaging software,,
411411,Enrolled Nurse,Data base user interface and query software,,
411411,Enrolled Nurse,"Patient management, diagnostic and medical imaging software",,
411411,Enrolled Nurse,Project management software,,
411411,Enrolled Nurse,Blood pressure monitors,,
411411,Enrolled Nurse,Non invasive bi level machines,,
411411,Enrolled Nurse,Non invasive continuous positive air pressure machines CPAP,,
411411,Enrolled Nurse,Patient controlled analgesia infusion pumps,,
411412,Mothercraft Nurse,Data base user interface and query software,,
411412,Mothercraft Nurse,"Patient management, diagnostic and medical imaging software",,
411412,Mothercraft Nurse,Project management software,,
411412,Mothercraft Nurse,Blood pressure monitors,,
411412,Mothercraft Nurse,Non invasive bi level machines,,
411412,Mothercraft Nurse,Non invasive continuous positive air pressure machines CPAP,,
411412,Mothercraft Nurse,Patient controlled analgesia infusion pumps,,
411711,Community Worker,"Patient management, diagnostic and medical imaging software",,
411711,Community Worker,Data base user interface and query software,,
411712,Disabilities Services Officer,Social media and web publishing software,,
411712,Disabilities Services Officer,"Patient management, diagnostic and medical imaging software",,
411712,Disabilities Services Officer,Data base user interface and query software,,
411713,Family Support Worker,"Patient management, diagnostic and medical imaging software",,
411713,Family Support Worker,Data base user interface and query software,,
411714,Parole or Probation Officer,Data base user interface and query software,,
411715,Residential Care Officer,"Patient management, diagnostic and medical imaging software",,
411716,Youth Worker,"Patient management, diagnostic and medical imaging software",,
411716,Youth Worker,Data base user interface and query software,,
422112,Integration Aide,Data base user interface and query software,,
423311,Hospital Orderly,"Patient management, diagnostic and medical imaging software",,
423311,Hospital Orderly,Medical x ray units for general diagnostic use,,
423312,Nursing Support Worker,Data base user interface and query software,,
423312,Nursing Support Worker,Enterprise resource planning ERP software,,
423312,Nursing Support Worker,"Patient management, diagnostic and medical imaging software",,
423312,Nursing Support Worker,Medical x ray units for general diagnostic use,,
423312,Nursing Support Worker,Blood pressure monitors,,
423312,Nursing Support Worker,Patient controlled analgesia infusion pumps,,
423312,Nursing Support Worker,Non invasive bi level machines,,
423312,Nursing Support Worker,Non invasive continuous positive air pressure machines CPAP,,
423313,Personal Care Assistant,Data base user interface and query software,,
423313,Personal Care Assistant,Customer relationship management CRM software,,
423313,Personal Care Assistant,Enterprise resource planning ERP software,,
423313,Personal Care Assistant,Object oriented development software,,
423314,Therapy Aide,Data base user interface and query software,,
431111,Bar Attendant,EFTPOS and card reading machines,,
431112,Barista,EFTPOS and card reading machines,,
441211,Emergency Service Worker,"Patient management, diagnostic and medical imaging software",,
441212,Fire Fighter,GPS receivers,,
441212,Fire Fighter,Map creation software,,
441212,Fire Fighter,Project management software,,
441212,Fire Fighter,Radio frequency transmitters or receivers,,
441212,Fire Fighter,Data base user interface and query software,,
441311,Detective,Graphics or photo imaging software,,
441311,Detective,Map creation software,,
441311,Detective,Data base user interface and query software,,
441312,Police Officer,GPS receivers,,
441312,Police Officer,Graphics or photo imaging software,,
441312,Police Officer,Map creation software,,
441312,Police Officer,Data base user interface and query software,,
442214,Private Investigator,GPS receivers,,
442215,Retail Loss Prevention Officer,Transaction security and virus protection software,,
442215,Retail Loss Prevention Officer,Data base user interface and query software,,
442216,Security Consultant,Object oriented development software,,
442216,Security Consultant,Enterprise resource planning ERP software,,
442216,Security Consultant,Web platform development software,,
442216,Security Consultant,Transaction security and virus protection software,,
442216,Security Consultant,Database management software,,
442216,Security Consultant,Development environment software,,
442216,Security Consultant,Data base user interface and query software,,
442216,Security Consultant,Enterprise system management software,,
442216,Security Consultant,Network security and virtual private network VPN software,,
442217,Security Officer,Transaction security and virus protection software,,
442217,Security Officer,Project management software,,
442217,Security Officer,Network monitoring software,,
451612,Travel Consultant,Accounting software,,
451612,Travel Consultant,Data base user interface and query software,,
452322,Sports Umpire,Data base user interface and query software,,
452414,Lifeguard,GPS receivers,,
511111,Contract Administrator,Enterprise resource planning ERP software,,
511111,Contract Administrator,Project management software,,
511111,Contract Administrator,Financial analysis software,,
511111,Contract Administrator,Graphics or photo imaging software,,
511111,Contract Administrator,Data base user interface and query software,,
511112,Program or Project Administrator,Enterprise resource planning ERP software,,
511112,Program or Project Administrator,Project management software,,
511112,Program or Project Administrator,Content workflow software,,
511112,Program or Project Administrator,Graphics or photo imaging software,,
511112,Program or Project Administrator,Data base user interface and query software,,
512211,Health Practice Manager,Social media and web publishing software,,
512211,Health Practice Manager,Enterprise resource planning ERP software,,
512211,Health Practice Manager,Data base user interface and query software,,
512211,Health Practice Manager,Data base reporting software,,
521211,Secretary (General),Enterprise resource planning ERP software,,
521211,Secretary (General),Project management software,,
521211,Secretary (General),Data base reporting software,,
521211,Secretary (General),Graphics or photo imaging software,,
521212,Legal Secretary,Document management software,,
521212,Legal Secretary,Graphics or photo imaging software,,
521212,Legal Secretary,Data base user interface and query software,,
521212,Legal Secretary,Accounting software,,
532111,Data Entry Operator,Enterprise resource planning ERP software,,
532111,Data Entry Operator,Customer relationship management CRM software,,
532111,Data Entry Operator,Data base user interface and query software,,
532111,Data Entry Operator,Accounting software,,
532111,Data Entry Operator,"Patient management, diagnostic and medical imaging software",,
532113,Word Processing Operator,Project management software,,
532113,Word Processing Operator,Data base user interface and query software,,
532113,Word Processing Operator,Graphics or photo imaging software,,
532113,Word Processing Operator,Accounting software,,
532113,Word Processing Operator,Customer relationship management CRM software,,
541111,Call or Contact Centre Team Leader,Customer relationship management CRM software,,
541111,Call or Contact Centre Team Leader,Data base user interface and query software,,
541111,Call or Contact Centre Team Leader,Enterprise resource planning ERP software,,
541111,Call or Contact Centre Team Leader,Financial analysis software,,
541111,Call or Contact Centre Team Leader,Project management software,,
541112,Call or Contact Centre Operator,Enterprise resource planning ERP software,,
541112,Call or Contact Centre Operator,Customer relationship management CRM software,,
541112,Call or Contact Centre Operator,Social media and web publishing software,,
541112,Call or Contact Centre Operator,Video creation and editing software,,
541112,Call or Contact Centre Operator,Data base user interface and query software,,
542111,Receptionist (General),Network conferencing software,,
542111,Receptionist (General),Customer relationship management CRM software,,
542111,Receptionist (General),Accounting software,,
542111,Receptionist (General),Data base user interface and query software,,
542112,Admissions Clerk,"Patient management, diagnostic and medical imaging software",,
542112,Admissions Clerk,Accounting software,,
542112,Admissions Clerk,Graphics or photo imaging software,,
542112,Admissions Clerk,Data base user interface and query software,,
542113,Hotel or Motel Receptionist,Data base user interface and query software,,
542113,Hotel or Motel Receptionist,Premise branch exchange PBX systems,,
542114,Medical Receptionist,Data base user interface and query software,,
542114,Medical Receptionist,"Patient management, diagnostic and medical imaging software",,
542114,Medical Receptionist,Graphics or photo imaging software,,
542114,Medical Receptionist,Accounting software,,
551111,Accounts Clerk,Enterprise resource planning ERP software,,
551111,Accounts Clerk,Data base reporting software,,
551111,Accounts Clerk,Accounting software,,
551111,Accounts Clerk,Financial analysis software,,
551111,Accounts Clerk,Data base user interface and query software,,
551112,Cost Clerk,Enterprise resource planning ERP software,,
551112,Cost Clerk,Data base user interface and query software,,
551112,Cost Clerk,Financial analysis software,,
551112,Cost Clerk,Accounting software,,
551112,Cost Clerk,Customer relationship management CRM software,,
551112,Cost Clerk,"Patient management, diagnostic and medical imaging software",,
552312,Insurance Consultant,"Patient management, diagnostic and medical imaging software",,
552312,Insurance Consultant,Data base user interface and query software,,
552314,Statistical Clerk,"Simulation, design and modelling software",,
552314,Statistical Clerk,Database management software,,
552314,Statistical Clerk,Development environment software,,
552314,Statistical Clerk,High capacity removable media drives,,
552314,Statistical Clerk,Object oriented development software,,
552314,Statistical Clerk,Data base user interface and query software,,
561211,Courier,GPS receivers,,
561211,Courier,Radio frequency transmitters or receivers,,
561411,Mail Clerk,Data base user interface and query software,,
561912,Meter Reader,Accounting software,,
561912,Meter Reader,GPS receivers,,
561912,Meter Reader,Map creation software,,
561912,Meter Reader,Radio frequency transmitters or receivers,,
591112,Production Clerk,Enterprise resource planning ERP software,,
591112,Production Clerk,Project management software,,
591112,Production Clerk,Data base user interface and query software,,
591112,Production Clerk,Graphics or photo imaging software,,
591113,Purchasing Officer,Enterprise resource planning ERP software,,
591113,Purchasing Officer,Data base user interface and query software,,
591113,Purchasing Officer,Project management software,,
591113,Purchasing Officer,Accounting software,,
591115,Stock Clerk,Enterprise resource planning ERP software,,
591115,Stock Clerk,Data base user interface and query software,,
591115,Stock Clerk,Radio frequency transmitters or receivers,,
591116,Warehouse Administrator,Enterprise resource planning ERP software,,
591116,Warehouse Administrator,Data base user interface and query software,,
591116,Warehouse Administrator,Radio frequency transmitters or receivers,,
591117,Order Clerk,Enterprise resource planning ERP software,,
591117,Order Clerk,Accounting software,,
591117,Order Clerk,Document management software,,
591117,Order Clerk,Enterprise system management software,,
591117,Order Clerk,Data base user interface and query software,,
599511,Customs Officer,Enterprise resource planning ERP software,,
599512,Immigration Officer,Enterprise resource planning ERP software,,
599516,Taxation Inspector,Accounting software,,
599516,Taxation Inspector,Enterprise resource planning ERP software,,
599516,Taxation Inspector,Optical character reader OCR or scanning software,,
599516,Taxation Inspector,Data base user interface and query software,,
599518,Transport Operations Inspector,Radio frequency transmitters or receivers,,
599913,Proof Reader,Document management software,,
599913,Proof Reader,Graphics or photo imaging software,,
599913,Proof Reader,High capacity removable media drives,,
599913,Proof Reader,Internet protocol software,,
599913,Proof Reader,Program testing software,,
599913,Proof Reader,Data base user interface and query software,,
599914,Radio Despatcher,Data base user interface and query software,,
599914,Radio Despatcher,GPS receivers,,
599915,Clinical Coder,Categorisation or classification software,,
599915,Clinical Coder,"Patient management, diagnostic and medical imaging software",,
599915,Clinical Coder,"Simulation, design and modelling software",,
599915,Clinical Coder,Business intelligence and data analysis software,,
599915,Clinical Coder,Data base reporting software,,
599915,Clinical Coder,Database management software,,
599916,Facilities Administrator,Enterprise resource planning ERP software,,
599916,Facilities Administrator,Project management software,,
599916,Facilities Administrator,Graphics or photo imaging software,,
599916,Facilities Administrator,Data base user interface and query software,,
599916,Facilities Administrator,Content workflow software,,
612112,Property Manager,Social media and web publishing software,,
612112,Property Manager,Project management software,,
612112,Property Manager,Video creation and editing software,,
612112,Property Manager,Data base user interface and query software,,
612114,Real Estate Agent,Customer relationship management CRM software,,
612114,Real Estate Agent,Accounting software,,
612115,Real Estate Representative,Accounting software,,
612115,Real Estate Representative,Customer relationship management CRM software,,
612115,Real Estate Representative,Document management software,,
612115,Real Estate Representative,GPS receivers,,
621311,Motor Vehicle or Caravan Salesperson,Social media and web publishing software,,
621311,Motor Vehicle or Caravan Salesperson,Enterprise resource planning ERP software,,
621311,Motor Vehicle or Caravan Salesperson,Customer relationship management CRM software,,
621311,Motor Vehicle or Caravan Salesperson,Accounting software,,
621311,Motor Vehicle or Caravan Salesperson,Data base user interface and query software,,
621312,Motor Vehicle Parts Interpreter,Enterprise resource planning ERP software,,
621312,Motor Vehicle Parts Interpreter,Document management software,,
639111,Model,Social media and web publishing software,,
639112,Sales Demonstrator,Web platform development software,,
639211,Retail Buyer,Enterprise resource planning ERP software,,
639211,Retail Buyer,Data base user interface and query software,,
639211,Retail Buyer,Social media and web publishing software,,
639211,Retail Buyer,Accounting software,,
639211,Retail Buyer,Business intelligence and data analysis software,,
639211,Retail Buyer,Development environment software,,
711114,Stone Processing Machine Operator,CNC machines,,
711914,Sterilisation Technician,"Patient management, diagnostic and medical imaging software",,
711914,Sterilisation Technician,Project management software,,
711914,Sterilisation Technician,Time accounting software,,
711914,Sterilisation Technician,Data base user interface and query software,,
712212,Miner,"Simulation, design and modelling software",,
712213,Shot Firer,GPS receivers,,
712911,Boiler or Engine Operator,Enterprise resource planning ERP software,,
712911,Boiler or Engine Operator,"Simulation, design and modelling software",,
712911,Boiler or Engine Operator,Facilities management software,,
712911,Boiler or Engine Operator,Graphics or photo imaging software,,
712911,Boiler or Engine Operator,Microcontrollers,,
712911,Boiler or Engine Operator,Data base user interface and query software,,
712912,Bulk Materials Handling Plant Operator,Industrial control software,,
712915,Concrete Pump Operator,Facilities management software,,
712915,Concrete Pump Operator,Industrial control software,,
712915,Concrete Pump Operator,Microcontrollers,,
712917,Railway Signal Operator,Automation software,,
712917,Railway Signal Operator,GPS receivers,,
712917,Railway Signal Operator,Time accounting software,,
712917,Railway Signal Operator,Data base user interface and query software,,
712921,Waste Water or Water Plant Operator,Industrial control software,,
712921,Waste Water or Water Plant Operator,Compliance software,,
712921,Waste Water or Water Plant Operator,Data base user interface and query software,,
712922,Weighbridge Operator,Enterprise resource planning ERP software,,
712922,Weighbridge Operator,"Simulation, design and modelling software",,
712922,Weighbridge Operator,Materials requirements planning logistics and supply chain software,,
712922,Weighbridge Operator,Radio frequency transmitters or receivers,,
712922,Weighbridge Operator,Data base user interface and query software,,
721111,Agricultural and Horticultural Mobile Plant Operator,Enterprise resource planning ERP software,,
721111,Agricultural and Horticultural Mobile Plant Operator,Map creation software,,
721111,Agricultural and Horticultural Mobile Plant Operator,Data base user interface and query software,,
721913,Paving Plant Operator,Computer aided design CAD software,,
721913,Paving Plant Operator,Data base user interface and query software,,
721915,Road Roller Operator,Computer aided design CAD software,,
721915,Road Roller Operator,Data base user interface and query software,,
821111,Builder's Labourer,Computer aided design CAD software,,
821111,Builder's Labourer,Project management software,,
821411,Building Insulation Installer,Project management software,,
821412,Home Improvement Installer,Computer aided design CAD software,,
821412,Home Improvement Installer,Enterprise resource planning ERP software,,
821412,Home Improvement Installer,Facilities management software,,
821412,Home Improvement Installer,Project management software,,
821711,Construction Rigger,Computer aided design CAD software,,
821712,Scaffolder,Project management software,,
821712,Scaffolder,Computer aided design CAD software,,
821713,Steel Fixer,Computer aided design CAD software,,
821713,Steel Fixer,Project management software,,
821713,Steel Fixer,Data base user interface and query software,,
821714,Structural Steel Erector,Computer aided design CAD software,,
821714,Structural Steel Erector,Project management software,,
821911,Crane Chaser,Computer aided design CAD software,,
821913,Lagger,"Simulation, design and modelling software",,
821913,Lagger,Project management software,,
821913,Lagger,Data base user interface and query software,,
831212,Slaughterer,Enterprise resource planning ERP software,,
831212,Slaughterer,Radio frequency transmitters or receivers,,
839311,Product Examiner,Enterprise resource planning ERP software,,
839311,Product Examiner,Data base user interface and query software,,
839311,Product Examiner,Project management software,,
839311,Product Examiner,Content workflow software,,
839311,Product Examiner,Graphics or photo imaging software,,
839313,Product Tester,Data base user interface and query software,,
839313,Product Tester,Content workflow software,,
839313,Product Tester,Project management software,,
839313,Product Tester,Enterprise resource planning ERP software,,
839313,Product Tester,Enterprise application integration software,,
839912,Chemical Plant Worker,Industrial control software,,
841311,Forestry Worker,GPS receivers,,
841311,Forestry Worker,Map creation software,,
841312,Logging Assistant,GPS receivers,,
841312,Logging Assistant,Map creation software,,
841313,Tree Faller,GPS receivers,,
841313,Tree Faller,Map creation software,,
841911,Hunter-Trapper,GPS receivers,,
841913,Pest Controller,Accounting software,,
841913,Pest Controller,Project management software,,
841913,Pest Controller,Video creation and editing software,,
841913,Pest Controller,Data base user interface and query software,,
899211,Deck Hand,Facilities management software,,
899212,Fishing Hand,Map creation software,,
899212,Fishing Hand,GPS receivers,,
899212,Fishing Hand,Data base user interface and query software,,
899915,Leaflet or Newspaper Deliverer,GPS receivers,,
899915,Leaflet or Newspaper Deliverer,Radio frequency transmitters or receivers,,
899918,Sign Erector,Computer aided design CAD software,,
899918,Sign Erector,Project management software,,
